# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.newThreadsCount,1736239154588000000,1736239214609000000,174
JVM.maxThreadCount,1736239154588000000,1736239214609000000,138
JVM.totalTimeAtSafepointsMs,1736239154588000000,1736239214609000000,492
JVM.GC.collections,1736239154588000000,1736239214609000000,51
JVM.maxHeapBytes,1736239154588000000,1736239214609000000,2147483648
workspaceModel.cachedValueWithParameters.calculated.count,1736239154588000000,1736239214609000000,0
workspaceModel.update.unloaded.entities.ms,1736239154588000000,1736239214609000000,0
workspaceModel.pre.handlers.ms,1736239154588000000,1736239214609000000,1
workspaceModel.workspaceFileIndexData.getPackageName.ms,1736239154588000000,1736239214609000000,25
workspaceModel.on.before.changed.ms,1736239154588000000,1736239214609000000,30
workspaceModel.updates.count,1736239154588000000,1736239214609000000,4
workspaceModel.cachedValueWithParameters.from.cache.count,1736239154588000000,1736239214609000000,0
workspaceModel.on.changed.ms,1736239154588000000,1736239214609000000,134
workspaceModel.check.recursive.update.ms,1736239154588000000,1736239214609000000,1
workspaceModel.workspaceFileIndexData.init.ms,1736239154588000000,1736239214609000000,256
workspaceModel.loading.total.ms,1736239154588000000,1736239214609000000,188
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1736239154588000000,1736239214609000000,2835
workspaceModel.workspaceFileIndexData.instances.count,1736239154588000000,1736239214609000000,1
workspaceModel.updates.precise.ms,1736239154588000000,1736239214609000000,5
workspaceModel.entityStorageSnapshotImpl.instances.count,1736239154588000000,1736239214609000000,24
workspaceModel.workspaceFileIndexData.processFileSets.ms,1736239154588000000,1736239214609000000,0
workspaceModel.init.bridges.ms,1736239154588000000,1736239214609000000,29
workspaceModel.replace.project.model.ms,1736239154588000000,1736239214609000000,161
workspaceModel.updates.ms,1736239154588000000,1736239214609000000,45
workspaceModel.cachedValue.calculated.count,1736239154588000000,1736239214609000000,503
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1736239154588000000,1736239214609000000,513
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1736239154588000000,1736239214609000000,27
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1736239154588000000,1736239214609000000,0
workspaceModel.cachedValue.from.cache.count,1736239154588000000,1736239214609000000,20743
workspaceModel.workspaceFileIndexData.markDirty.ms,1736239154588000000,1736239214609000000,0
workspaceModel.full.replace.project.model.ms,1736239154588000000,1736239214609000000,13
